,Y,X,Beta,p-value
50307,9007 JT,6479 JT,-0.03268179589376591,0.06027645629354335
50308,9007 JT,6501 JT,-0.07223322249575216,0.0017468534405639835
50309,9007 JT,6502 JT,-0.0418949210169731,0.008403049919384696
50310,9007 JT,6503 JT,-0.04569203780760702,0.03921552421143749
50311,9007 JT,6504 JT,-0.06320328019431727,0.0032861979882005685
50312,9007 JT,6506 JT,-0.052817091109366124,0.009302117752315549
50313,9007 JT,6508 JT,-0.03731706586000766,0.08025416493793579
50314,9007 JT,6674 JT,-0.005738268851270144,0.7910904822804423
50315,9007 JT,6701 JT,-0.016113952518906426,0.46103026401252767
50316,9007 JT,6702 JT,-0.03680303081751983,0.069762947049223
50317,9007 JT,6703 JT,-0.06547292174978528,0.0005098294772790026
50318,9007 JT,6724 JT,-0.18746336761665222,0.24635600542437644
50319,9007 JT,6752 JT,-0.051707070453409124,0.01311294491880096
50320,9007 JT,6753 JT,-0.013328163882487119,0.41869099299761636
50321,9007 JT,6758 JT,-0.023208071425166676,0.24283436421464308
50322,9007 JT,6762 JT,-0.06150467103168419,0.0025232718186895256
50323,9007 JT,6767 JT,-0.0553687269959598,0.0021181190271809896
50324,9007 JT,6770 JT,-0.06319737807696481,9.817714372430609e-05
50325,9007 JT,6773 JT,-0.039360653398190074,0.014707854944316617
50326,9007 JT,6841 JT,-0.03949632210206881,0.05681173945470575
50327,9007 JT,6857 JT,-0.01511793149760293,0.43902773180851185
50328,9007 JT,6902 JT,-0.03996905160887695,0.09780486335451348
50329,9007 JT,6952 JT,-0.04163555159150014,0.03914590566104449
50330,9007 JT,6954 JT,-0.049412993227550425,0.033660458858507276
50331,9007 JT,6971 JT,-0.029783095657203152,0.22592513412856718
50332,9007 JT,6976 JT,-0.03080820435899144,0.06001165585034269
50333,9007 JT,6988 JT,0.020143466834738524,0.38911742662149484
50334,9007 JT,7003 JT,-0.037971647812981124,0.06014279337879733
50335,9007 JT,7004 JT,-0.05002495170623957,0.0210607378081233
50336,9007 JT,7011 JT,-0.02271469356693707,0.3212041992812362
50337,9007 JT,7012 JT,-0.044005198777593804,0.0329025721620949
50338,9007 JT,7013 JT,-0.0549700562809326,0.002371262160134076
50339,9007 JT,7186 JT,-0.0004723352833870129,0.989440162374348
50340,9007 JT,7201 JT,-0.022584063757190933,0.3880455712314649
50341,9007 JT,7202 JT,-0.020667994656779126,0.32433250073690256
50342,9007 JT,7203 JT,-0.029184712989760313,0.2907083019502581
50343,9007 JT,7205 JT,-0.022725079335521012,0.253977429142368
50344,9007 JT,7211 JT,-0.027404440890933433,0.09129145475227986
50345,9007 JT,7261 JT,-0.03567670305367981,0.05135053088747483
50346,9007 JT,7267 JT,-0.044176247394900184,0.09191302629719819
50347,9007 JT,7269 JT,-0.02399853229690109,0.2696626091930515
50348,9007 JT,7270 JT,-0.031587420264230504,0.12324707410909526
50349,9007 JT,7272 JT,0.04991937360328976,0.3500995916711642
50350,9007 JT,7731 JT,-0.03997357561631717,0.10095889927258093
50351,9007 JT,7733 JT,-0.05753156086930002,0.00623817293042825
50352,9007 JT,7735 JT,-0.02570603318459663,0.15533528636103558
50353,9007 JT,7751 JT,-0.042127580562176255,0.22190086586835903
50354,9007 JT,7752 JT,-0.0395671742714698,0.09555984124199966
50355,9007 JT,7762 JT,-0.028112299297476714,0.172472354453532
50356,9007 JT,7911 JT,-0.031827317566083806,0.2836075849229069
50357,9007 JT,7912 JT,-0.027368245395916688,0.32337917120581505
50358,9007 JT,7951 JT,-0.013458539718630452,0.5053527588345703
50359,9007 JT,8001 JT,-0.011937629350523872,0.6587640927799082
50360,9007 JT,8002 JT,-0.023215816281930174,0.4054989421845546
50361,9007 JT,8015 JT,-0.035961262757658936,0.12162163684582479
50362,9007 JT,8028 JT,0.010743746389343079,0.8620297315172393
50363,9007 JT,8031 JT,-0.025432128609896344,0.39718962382475875
50364,9007 JT,8035 JT,-6.694320364829037e-05,0.9973524792890882
50365,9007 JT,8053 JT,0.006667018484749868,0.80707322206119
50366,9007 JT,8058 JT,-0.03932828746988785,0.14629931490649078
50367,9007 JT,8233 JT,-0.04329105064525757,0.07719046008789221
50368,9007 JT,8252 JT,-0.017304045941258193,0.3897402815332729
50369,9007 JT,8253 JT,-0.02254794542917801,0.2850819110777369
50370,9007 JT,8267 JT,-0.04361084587654332,0.12057688869851677
50371,9007 JT,8270 JT,-0.026494673131275594,0.4079283330426491
50372,9007 JT,8303 JT,-0.020506318583196105,0.2767249374542847
50373,9007 JT,8304 JT,0.024177070744001643,0.43870049388789767
50374,9007 JT,8306 JT,0.0013068487789523592,0.9531114291341292
50375,9007 JT,8308 JT,0.007508192292278691,0.7507556655328605
50376,9007 JT,8309 JT,0.025953528551615087,0.20712427211182188
50377,9007 JT,8316 JT,0.011256511193478643,0.633090313959814
50378,9007 JT,8331 JT,0.006984003754872598,0.7597310858914117
50379,9007 JT,8332 JT,0.04378690600642093,0.16154384604366342
50380,9007 JT,8354 JT,-0.007354305733251504,0.730803316829074
50381,9007 JT,8355 JT,0.01042201346939458,0.6522796890418009
50382,9007 JT,8411 JT,-0.0113061426495923,0.672872250657358
50383,9007 JT,8601 JT,-0.017038074809185184,0.4413125106961302
50384,9007 JT,8604 JT,-0.02285130617978936,0.2725970340508761
50385,9007 JT,8628 JT,-0.033957994831087995,0.15391512268825075
50386,9007 JT,8630 JT,-0.009538837537455078,0.6523671015125981
50387,9007 JT,8725 JT,-0.02926702053716954,0.1595557882961339
50388,9007 JT,8729 JT,-0.058913955938824626,0.00937443347884288
50389,9007 JT,8750 JT,-0.03136915939392982,0.11417229712332143
50390,9007 JT,8766 JT,-0.013372023838541563,0.5609184614220887
50391,9007 JT,8795 JT,-0.039745619756021054,0.044287025814245644
50392,9007 JT,8801 JT,0.01090603861343135,0.6139910544121467
50393,9007 JT,8802 JT,0.028447029706285116,0.22173164911757393
50394,9007 JT,8803 JT,0.03357632093852646,0.19027701876243336
50395,9007 JT,8804 JT,0.015289302407621684,0.4079690997722343
50396,9007 JT,8815 JT,0.04663401669211199,0.2532120097436719
50397,9007 JT,8830 JT,0.021515750428301384,0.2953508562742484
50398,9007 JT,9001 JT,-0.008809350175532221,0.7931176280350118
50399,9007 JT,9005 JT,-0.008209568333193312,0.7676828963831844
50400,9007 JT,9007 JT,-0.001948779823162142,0.9457102885748208
50401,9007 JT,9008 JT,-0.014209678910400732,0.6319484574075
50402,9007 JT,9009 JT,-0.03165000082836865,0.211571378019867
50403,9007 JT,9020 JT,-0.014453196259357952,0.6235076193533695
50404,9007 JT,9021 JT,-0.03143006085599593,0.27896709523809504
50405,9007 JT,9022 JT,-0.01291954547281661,0.6259057350183823
50406,9007 JT,9062 JT,-0.04104426373218636,0.10519037504737141
50407,9007 JT,9064 JT,-0.05085442871197999,0.03512658352331216
50408,9007 JT,9101 JT,-0.05012483152470601,0.024197294818944316
50409,9007 JT,9104 JT,-0.057003206575849764,0.005266345839426152
50410,9007 JT,9107 JT,-0.06027917502633898,0.005470808008881746
50411,9007 JT,9202 JT,-0.06330703064285643,0.04259618603649586
50412,9007 JT,9301 JT,-0.01572040823424852,0.46221466909341447
50413,9007 JT,9412 JT,-0.03947582811131928,0.11229845747254037
50414,9007 JT,9432 JT,-0.03131994366510783,0.2662590369424994
50415,9007 JT,9433 JT,-0.022131507188447388,0.36327660315998433
50416,9007 JT,9437 JT,-0.01565069812395924,0.6089285828129847
50417,9007 JT,9501 JT,-0.007910474984388877,0.6004519646882274
50418,9007 JT,9502 JT,-0.012152022865243757,0.6266473545269796
50419,9007 JT,9503 JT,-0.002069299367480975,0.9128581798559163
50420,9007 JT,9531 JT,0.016596736435306264,0.5615232985624394
50421,9007 JT,9532 JT,0.04110132696754633,0.19031313742528627
50422,9007 JT,9602 JT,-0.004609710613858379,0.867659166881149
50423,9007 JT,9613 JT,-0.08126509702945046,0.0012303985485203467
50424,9007 JT,9681 JT,-0.008789574260093547,0.6565973994190899
50425,9007 JT,9735 JT,-0.03662287620675997,0.23564375570075585
50426,9007 JT,9766 JT,-0.030082766158871264,0.16500051690204826
50427,9007 JT,9983 JT,-0.03487690297576526,0.0721473400456125
50428,9007 JT,9984 JT,-0.04685735273472869,0.02259969415512544
50429,9008 JT,1332 JT,-0.035090393736915804,0.05871794858947066
50430,9008 JT,1333 JT,0.01638389219789999,0.6358455221614068
50431,9008 JT,1334 JT,-0.10537938280851335,0.06177991614355541
50432,9008 JT,1605 JT,-0.03792509227736883,0.07477912126124112
50433,9008 JT,1721 JT,-0.04303679853776811,0.08033000871126646
50434,9008 JT,1801 JT,-0.03217228253564386,0.17011383489223997
50435,9008 JT,1802 JT,-0.05038168363301649,0.031223817264901036
50436,9008 JT,1803 JT,-0.04899202435390854,0.03695232002959664
50437,9008 JT,1808 JT,0.01134283008425263,0.7126755378195411
50438,9008 JT,1812 JT,-0.03585417347634443,0.11302328285954985
50439,9008 JT,1925 JT,-0.03164353206252595,0.18182982282150265
50440,9008 JT,1928 JT,-0.035559092177175955,0.16594568248416613
50441,9008 JT,1963 JT,-0.012102083931975573,0.558684500986571
50442,9008 JT,2002 JT,-0.04545836430126196,0.09483427814113564
50443,9008 JT,2269 JT,-0.0634356614224406,0.007594907973451825
50444,9008 JT,2282 JT,-0.03331613093112197,0.17046765187343277
50445,9008 JT,2432 JT,-0.037877100160087385,0.15116777946925639
50446,9008 JT,2501 JT,-0.04377448725177283,0.06253395019521003
50447,9008 JT,2502 JT,-0.03376237726834147,0.2131644067697225
50448,9008 JT,2503 JT,-0.006291890528738879,0.8108259269802076
50449,9008 JT,2531 JT,-0.049366646923190934,0.013459870171108494
50450,9008 JT,2768 JT,-0.059027216634420586,0.008797047340753622
50451,9008 JT,2801 JT,-0.039925703161333724,0.08573167738070908
50452,9008 JT,2802 JT,-0.06338795141360852,0.013407665688782263
50453,9008 JT,2871 JT,-0.043544578834086516,0.05545201236144254
50454,9008 JT,2914 JT,-0.03463760978045637,0.18176913977489706
50455,9008 JT,3086 JT,-0.06120139788950625,0.001991650183589467
50456,9008 JT,3099 JT,-0.05668854054972061,0.004384465756399085
50457,9008 JT,3101 JT,-0.05056637294577456,0.016233474860552002
50458,9008 JT,3103 JT,-0.04715973926556088,0.0070243860846135224
50459,9008 JT,3105 JT,-0.052525426898284246,0.006291824423139483
50460,9008 JT,3110 JT,-0.040648475870229565,0.07748341415570309
50461,9008 JT,3289 JT,0.009410071454479361,0.7121236612117248
50462,9008 JT,3382 JT,-0.0560340796205115,0.03345246351417362
50463,9008 JT,3401 JT,-0.057962695969702306,0.012355244704450282
50464,9008 JT,3402 JT,-0.08830291964585033,0.0012198933682496921
50465,9008 JT,3405 JT,-0.07874235253128618,0.002057392019681504
50466,9008 JT,3407 JT,-0.06506856522102349,0.005794295736776951
50467,9008 JT,3436 JT,-0.028031513383423256,0.043179403298229724
50468,9008 JT,3861 JT,-0.030099391816800027,0.18555681021101242
50469,9008 JT,3863 JT,-0.007072350677242949,0.7655936024731831
50470,9008 JT,3864 JT,-0.00883202306873156,0.8804332777668776
50471,9008 JT,3865 JT,-0.025215647483776867,0.239074991704579
50472,9008 JT,3893 JT,-0.13381803576530416,0.010255092979959463
50473,9008 JT,4004 JT,-0.03820252875574428,0.06178931339868304
50474,9008 JT,4005 JT,-0.06895151964335974,0.0005781088426217219
50475,9008 JT,4021 JT,-0.04728204804606542,0.03818461674359854
50476,9008 JT,4041 JT,-0.07907580322221061,0.0003038499156727914
50477,9008 JT,4042 JT,-0.05013447706662915,0.004370552923381889
50478,9008 JT,4043 JT,-0.04162619588662122,0.0028099638094521468
50479,9008 JT,4061 JT,-0.03877948402396895,0.07909453986268083
50480,9008 JT,4063 JT,-0.06640497542989696,0.006748795266333557
50481,9008 JT,4151 JT,-0.05839484714273975,0.007387315132271593
50482,9008 JT,4183 JT,-0.038032540039864074,0.053176517306347454
50483,9008 JT,4188 JT,-0.06391719777172643,0.002970834437833717
50484,9008 JT,4208 JT,-0.05730258596056674,0.010211001981715505
50485,9008 JT,4272 JT,-0.051172922336983596,0.023399860947823696
50486,9008 JT,4324 JT,-0.05392615803212408,0.006807567895638294
50487,9008 JT,4452 JT,-0.03949103113032032,0.14407166007702937
50488,9008 JT,4502 JT,-0.02831172684273293,0.3714155248398898
50489,9008 JT,4503 JT,-0.03981412873371229,0.1286106763530888
50490,9008 JT,4506 JT,-0.028618918572921176,0.15553114645636568
50491,9008 JT,4507 JT,-0.053309727868695284,0.013762914365023627
50492,9008 JT,4519 JT,-0.0436664509837268,0.04518291794241158
50493,9008 JT,4523 JT,-0.04318064594980876,0.05931001956891724
50494,9008 JT,4543 JT,-0.058374301990979274,0.012429831656149725
50495,9008 JT,4568 JT,-0.051632845176117624,0.049123660677368966
50496,9008 JT,4578 JT,0.11149075921462813,0.3061060876528955
50497,9008 JT,4689 JT,-0.04078390877003836,0.05204614964577407
50498,9008 JT,4704 JT,-0.04835869922121314,0.02774639713218472
50499,9008 JT,4755 JT,-0.060801634156739545,0.3331956185867826
50500,9008 JT,4901 JT,-0.10509013930883315,1.8214267851536854e-05
50501,9008 JT,4902 JT,-0.040405782396223645,0.0505854881876226
50502,9008 JT,4911 JT,-0.01850681562414318,0.39999882976401346
50503,9008 JT,5002 JT,-0.01960269203234608,0.35547324986868156
50504,9008 JT,5020 JT,-0.04412671152633527,0.09149971622577066
50505,9008 JT,5101 JT,-0.03763851922482078,0.06662355543575588
50506,9008 JT,5108 JT,-0.03505193155722769,0.15101640278048428
50507,9008 JT,5201 JT,-0.036444196164797195,0.1216496738172454
50508,9008 JT,5202 JT,-0.016742012633213767,0.3396763646284813
50509,9008 JT,5214 JT,-0.004536866094241276,0.821950760259665
50510,9008 JT,5232 JT,-0.018236708873140797,0.45927568047519385
50511,9008 JT,5233 JT,-0.03522860217014144,0.09937840613764125
50512,9008 JT,5301 JT,-0.02978461003674732,0.10990957997535118
50513,9008 JT,5332 JT,-0.04333990061321136,0.0467910744910614
50514,9008 JT,5333 JT,-0.052479756131776495,0.007763260614401187
50515,9008 JT,5401 JT,-0.0191103236808031,0.3615484333916491
50516,9008 JT,5406 JT,-0.011550279363679479,0.47489484327396525
50517,9008 JT,5411 JT,-0.024776010185976666,0.17082663636515938
50518,9008 JT,5413 JT,-0.01818368032576195,0.2824901567237417
50519,9008 JT,5541 JT,-0.03342400578318078,0.07075660056222056
50520,9008 JT,5631 JT,-0.06595378185361368,0.00015131672892610743
50521,9008 JT,5703 JT,-0.029418484595530762,0.18800292848958156
50522,9008 JT,5706 JT,-0.0531273065398705,0.00305813591606955
50523,9008 JT,5707 JT,-0.03774618269812018,0.020110319198700034
50524,9008 JT,5711 JT,-0.02842739298503921,0.1476036140686095
50525,9008 JT,5713 JT,-0.04231615893505742,0.032361517757499444
50526,9008 JT,5714 JT,-0.02141441336733787,0.2577331666347344
50527,9008 JT,5715 JT,-0.05871937968381461,0.0005938913172764164
50528,9008 JT,5801 JT,-0.06588940761555313,0.0012910078844275306
50529,9008 JT,5802 JT,-0.027272989626173878,0.21102825933926161
50530,9008 JT,5803 JT,-0.05262481958900315,0.006449108703380848
50531,9008 JT,5901 JT,-0.0627937659726621,0.0016916431738892117
50532,9008 JT,6098 JT,-0.1578655623357874,0.29437449969588003
50533,9008 JT,6103 JT,-0.04649422439725929,0.007583355668261093
50534,9008 JT,6113 JT,-0.04848058339922468,0.019214244506389627
50535,9008 JT,6178 JT,0.11654887533861644,0.7005971343935147
50536,9008 JT,6301 JT,-0.013766099345381604,0.5562041249880788
50537,9008 JT,6302 JT,-0.06450213418051706,0.0009383454885710036
50538,9008 JT,6305 JT,-0.01809763133687852,0.3923341641322965
50539,9008 JT,6326 JT,-0.023248222339891083,0.2493741735435353
50540,9008 JT,6361 JT,-0.027382815390770667,0.18861904451867764
50541,9008 JT,6366 JT,-0.027287268604879455,0.17127724926349222
50542,9008 JT,6367 JT,-0.02382531779524353,0.28940277680299653
50543,9008 JT,6471 JT,-0.04469225326277317,0.012268906694398545
50544,9008 JT,6472 JT,-0.03556337872795595,0.025804272526706605
50545,9008 JT,6473 JT,-0.05098300111129082,0.003548111431796942
50546,9008 JT,6479 JT,-0.03830076607300762,0.022425284744078684
50547,9008 JT,6501 JT,-0.0701722793863494,0.001620527552609645
50548,9008 JT,6502 JT,-0.03708154567117899,0.01529842641934481
50549,9008 JT,6503 JT,-0.05087565504660105,0.017289923395259463
50550,9008 JT,6504 JT,-0.0794332126200443,0.00012590536383665603
50551,9008 JT,6506 JT,-0.056926032299771376,0.0036540074747414284
50552,9008 JT,6508 JT,-0.037069816365904264,0.07111771742282473
50553,9008 JT,6674 JT,-0.01883017908161399,0.3674926417305756
50554,9008 JT,6701 JT,-0.03297821225146701,0.11772216106479612
50555,9008 JT,6702 JT,-0.04853994359180657,0.013112579897590373
50556,9008 JT,6703 JT,-0.06815457827779701,0.00017562128847455752
50557,9008 JT,6724 JT,-0.10924077158934395,0.4520093513933484
50558,9008 JT,6752 JT,-0.06881687965608821,0.0006121063278147125
50559,9008 JT,6753 JT,-0.02971026456284004,0.06400998245280426
50560,9008 JT,6758 JT,-0.034085327861751,0.07528783797776777
50561,9008 JT,6762 JT,-0.06321556386854456,0.001286800560502954
50562,9008 JT,6767 JT,-0.06028041845482741,0.0005115395159110285
50563,9008 JT,6770 JT,-0.0663216106434886,2.239989536612355e-05
50564,9008 JT,6773 JT,-0.046113336331309374,0.003034241051201003
50565,9008 JT,6841 JT,-0.04072614554636756,0.04173960359412667
50566,9008 JT,6857 JT,-0.013554213428807962,0.47204578739969194
50567,9008 JT,6902 JT,-0.048344941675319546,0.037853818916385784
50568,9008 JT,6952 JT,-0.06189812380452258,0.0014604367175715387
50569,9008 JT,6954 JT,-0.051106549566593,0.022752084617463905
50570,9008 JT,6971 JT,-0.04674447695177923,0.04872193271186578
50571,9008 JT,6976 JT,-0.031109590169422194,0.0489884224693958
50572,9008 JT,6988 JT,-0.002924416418053656,0.896782274878564
50573,9008 JT,7003 JT,-0.05330648068301377,0.006188906207408376
50574,9008 JT,7004 JT,-0.06148189897098618,0.003272447224024238
50575,9008 JT,7011 JT,-0.03723327556503536,0.09176865454662324
50576,9008 JT,7012 JT,-0.04553292214662606,0.02211579841784639
50577,9008 JT,7013 JT,-0.05623561281966522,0.001265270429707991
50578,9008 JT,7186 JT,-0.0026399287593417233,0.9397662137177636
50579,9008 JT,7201 JT,-0.03062726318149662,0.22491262340839815
50580,9008 JT,7202 JT,-0.02278457867831286,0.26002599575944807
50581,9008 JT,7203 JT,-0.04233144481591729,0.11205590268853664
50582,9008 JT,7205 JT,-0.0202252141420449,0.2926433638892092
50583,9008 JT,7211 JT,-0.023985713850976226,0.12555764537944666
50584,9008 JT,7261 JT,-0.04542768242031998,0.01007266964200316
50585,9008 JT,7267 JT,-0.05678193636761897,0.02466853170506858
50586,9008 JT,7269 JT,-0.030683949429480446,0.14340390337794326
50587,9008 JT,7270 JT,-0.034595409777110904,0.08011189417696633
50588,9008 JT,7272 JT,0.06135562606998844,0.2370789695557137
50589,9008 JT,7731 JT,-0.04194773620289141,0.07436637819127032
50590,9008 JT,7733 JT,-0.061247004681796814,0.002535205813688963
50591,9008 JT,7735 JT,-0.03450763882673914,0.0479310950487735
50592,9008 JT,7751 JT,-0.06199592299848087,0.062312579863540045
50593,9008 JT,7752 JT,-0.05057338667788126,0.02715595847445294
50594,9008 JT,7762 JT,-0.04500555800059564,0.023480161693219856
50595,9008 JT,7911 JT,-0.05109807496248393,0.07423321554182376
50596,9008 JT,7912 JT,-0.043086282570469786,0.10694291475127883
50597,9008 JT,7951 JT,-0.017600155879695833,0.3665301728485211
50598,9008 JT,8001 JT,-0.019219241218790723,0.4610924072017739
50599,9008 JT,8002 JT,-0.04528942107125062,0.0924068924898361
50600,9008 JT,8015 JT,-0.04159675377242425,0.06338649043161525
50601,9008 JT,8028 JT,-0.00281206646417824,0.9626640580419382
50602,9008 JT,8031 JT,-0.04100274287742296,0.15698145022049897
50603,9008 JT,8035 JT,-0.008192228340168152,0.6738061790170208
50604,9008 JT,8053 JT,-0.00040708279975753897,0.9876684139627676
50605,9008 JT,8058 JT,-0.05930325228211202,0.023080412154920356
50606,9008 JT,8233 JT,-0.05670510752184823,0.01636092683937335
50607,9008 JT,8252 JT,-0.023791755210022997,0.22020095135944212
50608,9008 JT,8253 JT,-0.03356873440630258,0.09890426781415278
50609,9008 JT,8267 JT,-0.04608576165432417,0.08901592348878565
50610,9008 JT,8270 JT,-0.014330411226685632,0.645024792053573
50611,9008 JT,8303 JT,-0.02796734672784815,0.12402921428635161
50612,9008 JT,8304 JT,-0.010714987549440814,0.7220529931058794
50613,9008 JT,8306 JT,-0.008227072728013339,0.7011899328543885
50614,9008 JT,8308 JT,-0.012541107424743552,0.5823248647674792
50615,9008 JT,8309 JT,0.007507772185483599,0.7053115598815374
50616,9008 JT,8316 JT,-0.006748274884859831,0.7667355855648181
50617,9008 JT,8331 JT,-0.01172699928503641,0.5944952963920092
50618,9008 JT,8332 JT,0.004804936396607876,0.8748472160523251
50619,9008 JT,8354 JT,-0.018436164579617054,0.37123264417509116
50620,9008 JT,8355 JT,-0.014163647569629161,0.5255668861612253
50621,9008 JT,8411 JT,-0.0209124436739906,0.4181823715378178
50622,9008 JT,8601 JT,-0.025082617018982574,0.239927844557498
50623,9008 JT,8604 JT,-0.028667070108008987,0.15361055404485982
50624,9008 JT,8628 JT,-0.04830474609425061,0.035427768280563404
50625,9008 JT,8630 JT,-0.022458345989197385,0.27149822476463514
50626,9008 JT,8725 JT,-0.04221317747222642,0.03537824926373421
50627,9008 JT,8729 JT,-0.06401879396417018,0.003416501146243979
50628,9008 JT,8750 JT,-0.0396231393193999,0.03853654338872512
50629,9008 JT,8766 JT,-0.03124362980243009,0.1589009363399483
50630,9008 JT,8795 JT,-0.04452151633999036,0.019484930851523044
50631,9008 JT,8801 JT,-0.009604090032222384,0.6452211396764332
50632,9008 JT,8802 JT,0.0038749938334590992,0.8630563472736651
50633,9008 JT,8803 JT,0.003560001923022618,0.8872771749735479
50634,9008 JT,8804 JT,-0.009121342913778379,0.6088854656476164
50635,9008 JT,8815 JT,0.006291731007105812,0.870798430258746
50636,9008 JT,8830 JT,-0.00047947593500181267,0.9807189836417529
50637,9008 JT,9001 JT,-0.054098832312862,0.09483767340696193
50638,9008 JT,9005 JT,-0.03450428970552675,0.19795658277149913
50639,9008 JT,9007 JT,-0.019367271811079678,0.48295792872222376
50640,9008 JT,9008 JT,-0.03602957361720903,0.2079347904412037
50641,9008 JT,9009 JT,-0.04121056516668035,0.09169005781230732
50642,9008 JT,9020 JT,-0.03801211982158349,0.18067703521075676
50643,9008 JT,9021 JT,-0.06217869975336571,0.02629343080624185
50644,9008 JT,9022 JT,-0.04312510801764823,0.09147563369133657
50645,9008 JT,9062 JT,-0.05358712187354121,0.02826025428265714
50646,9008 JT,9064 JT,-0.058480333289062714,0.011991228053967688
50647,9008 JT,9101 JT,-0.05592744237581144,0.009112680552634035
50648,9008 JT,9104 JT,-0.06016776224724831,0.0022592989096230313
50649,9008 JT,9107 JT,-0.06514184749244323,0.0018516315687134477
50650,9008 JT,9202 JT,-0.07648362180165302,0.011070035717911314
50651,9008 JT,9301 JT,-0.028852567945570284,0.16177830273479746
50652,9008 JT,9412 JT,-0.062414752928247254,0.00919359687817411
50653,9008 JT,9432 JT,-0.04827383546737333,0.07558994914579442
50654,9008 JT,9433 JT,-0.03342049683585001,0.15461019740489929
50655,9008 JT,9437 JT,-0.008257091234092281,0.7796500944700692
50656,9008 JT,9501 JT,-0.014239931702074483,0.3283525885258687
50657,9008 JT,9502 JT,-0.030577177202615997,0.20439196886283667
50658,9008 JT,9503 JT,-0.014472162550186464,0.4275192209933393
50659,9008 JT,9531 JT,-5.051921625986517e-05,0.9985384806125503
50660,9008 JT,9532 JT,-0.0033467330651359858,0.9120115777034111
50661,9008 JT,9602 JT,-0.03111810166927351,0.24348658975114418
50662,9008 JT,9613 JT,-0.09150365628394866,0.00016006310365842278
50663,9008 JT,9681 JT,-0.03444852623205301,0.07069674414989716
50664,9008 JT,9735 JT,-0.048579724909588964,0.10287173788059574
50665,9008 JT,9766 JT,-0.038833651283442114,0.06310297743073477
50666,9008 JT,9983 JT,-0.04220306141850735,0.024049325015767845
50667,9008 JT,9984 JT,-0.04834307459215462,0.014734766447387065
50668,9009 JT,1332 JT,-0.009994466584169645,0.6458479041052078
50669,9009 JT,1333 JT,0.03670964006947324,0.367394861965763
50670,9009 JT,1334 JT,-0.037143049563412876,0.5400537385095868
50671,9009 JT,1605 JT,-0.01775568918024643,0.47638850686144796
50672,9009 JT,1721 JT,-0.03803254601156542,0.18696017506537413
50673,9009 JT,1801 JT,-0.008634802313937167,0.7532443501109047
50674,9009 JT,1802 JT,-0.019114522218754385,0.48550667783376955
50675,9009 JT,1803 JT,-0.03127932784581646,0.255546287025286
50676,9009 JT,1808 JT,-0.009234763398356376,0.7907233665245901
50677,9009 JT,1812 JT,-0.030350350759127703,0.252000666588043
50678,9009 JT,1925 JT,-0.00781919368212354,0.778181194502885
50679,9009 JT,1928 JT,-0.023456244320692505,0.4352064706935742
50680,9009 JT,1963 JT,-0.009667020732468775,0.6899157949067346
50681,9009 JT,2002 JT,-0.047692491263129605,0.1344719513723178
50682,9009 JT,2269 JT,-0.04622564033794414,0.09690513936990555
50683,9009 JT,2282 JT,-0.015261820828667923,0.5918671177455894
50684,9009 JT,2432 JT,-0.026674741908494486,0.371192338673759
50685,9009 JT,2501 JT,-0.022659180504311517,0.41052135008888024
50686,9009 JT,2502 JT,-0.01691061010647124,0.5944214811619497
50687,9009 JT,2503 JT,0.01527959559286608,0.6195420599555378
50688,9009 JT,2531 JT,-0.04760262968190005,0.04189183991759549
50689,9009 JT,2768 JT,-0.05843565970959692,0.02680515906413544
50690,9009 JT,2801 JT,-0.042954558407366866,0.11436499612428233
50691,9009 JT,2802 JT,-0.0356063381706923,0.2359282073316326
50692,9009 JT,2871 JT,-0.03244925194248993,0.22302322699014962
50693,9009 JT,2914 JT,-0.014390761020429903,0.635713763816899
50694,9009 JT,3086 JT,-0.040125697524122685,0.08383291361974012
50695,9009 JT,3099 JT,-0.03348561079074385,0.15110158507794408
50696,9009 JT,3101 JT,-0.022161550560071304,0.36873901317182667
50697,9009 JT,3103 JT,-0.02915655669198996,0.15503888938920185
50698,9009 JT,3105 JT,-0.043543371102492096,0.05322756931098043
50699,9009 JT,3110 JT,-0.053777715133694906,0.043588717861899905
50700,9009 JT,3289 JT,0.015828829938042393,0.5958828569531416
50701,9009 JT,3382 JT,-0.04159669093571044,0.17777580042287805
50702,9009 JT,3401 JT,-0.040307794099211654,0.13760710111493213
50703,9009 JT,3402 JT,-0.0549128357882288,0.08630894311129406
50704,9009 JT,3405 JT,-0.06623285613708096,0.026967911304191725
50705,9009 JT,3407 JT,-0.08166918709379446,0.0030901383872573864
50706,9009 JT,3436 JT,-0.030416701988873543,0.06096735472855026
50707,9009 JT,3861 JT,-0.014986034566867906,0.5735705876341604
50708,9009 JT,3863 JT,0.009451830223116978,0.7342637896705297
50709,9009 JT,3864 JT,0.04263361209573614,0.5130118670183337
50710,9009 JT,3865 JT,-0.031689348279934006,0.20733730046413215
50711,9009 JT,3893 JT,-0.08271128324761753,0.2208239798989661
50712,9009 JT,4004 JT,-0.03247136444573352,0.175246416566027
50713,9009 JT,4005 JT,-0.03933399028759848,0.0941652895518692
50714,9009 JT,4021 JT,-0.039402442739210904,0.14027083350153757
50715,9009 JT,4041 JT,-0.07323917430592942,0.004517585332608009
50716,9009 JT,4042 JT,-0.028290695536243048,0.1700863468402245
50717,9009 JT,4043 JT,-0.035276160581523205,0.030714226631670952
